"1770","Chocolate - Milk, Callets","Jones, Hilpert and Dach","null","2019","1","74.0000","1,591.00","10","0","924.75","666.25","null","41.87618",""
"1771","Coconut - Shredded, Sweet","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1772","Coconut - Shredded, Sweet","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1773","Coconut - Shredded, Sweet","Jones, Hilpert and Dach","null","2019","2","64.0000","1,376.00","10","0","797.25","578.75","null","42.06032",""
"1774","Coconut - Shredded, Sweet","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1775","Coconut - Shredded, Sweet","Jones, Hilpert and Dach","null","2019","3","76.0000","1,675.25","11","0","998.85","676.40","null","40.37606",""
"1776","Coconut - Shredded, Sweet","Jones, Hilpert and Dach","null","2019","4","63.0000","1,458.45","8","0","821.85","636.60","null","43.64908",""
"1777","Coconut - Shredded, Sweet","Jones, Hilpert and Dach","null","2019","5","90.0000","2,083.50","11","0","1,213.20","870.30","null","41.77106",""
"1778","Coconut - Shredded, Sweet","Jones, Hilpert and Dach","null","2019","6","109.0000","2,523.35","11","0","1,403.10","1,120.25","null","44.39535",""
"1779","Wine - Periguita Fonseca","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1780","Wine - Periguita Fonseca","Jones, Hilpert and Dach","null","2019","1","82.0000","1,473.54","11","0","535.05","938.49","null","63.68948",""
"1781","Wild Mix 3#/cs","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1782","Wild Mix 3#/cs","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1783","Wild Mix 3#/cs","Jones, Hilpert and Dach","null","2019","2","82.0000","1,473.54","9","0","535.05","938.49","null","63.68948",""
"1784","Wild Mix 3#/cs","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1785","Wild Mix 3#/cs","Jones, Hilpert and Dach","null","2019","3","42.0000","754.74","8","0","274.05","480.69","null","63.68948",""
"1786","Wild Mix 3#/cs","Jones, Hilpert and Dach","null","2019","4","62.0000","1,114.14","11","0","404.55","709.59","null","63.68948",""
"1787","Wild Mix 3#/cs","Jones, Hilpert and Dach","null","2019","5","68.0000","1,221.96","10","0","443.70","778.26","null","63.68948",""
"1788","Wild Mix 3#/cs","Jones, Hilpert and Dach","null","2019","6","62.0000","1,114.14","13","0","404.55","709.59","null","63.68948",""
"1789","Sea Urchin","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1790","Sea Urchin","Jones, Hilpert and Dach","null","2019","1","1.0000","10.00","1","0","4.24","5.76","null","57.60000",""
"1791","Juice - V8 Splash","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1792","Juice - V8 Splash","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1793","Juice - V8 Splash","Jones, Hilpert and Dach","null","2019","5","1.0000","10.00","1","0","4.24","5.76","null","57.60000",""
"1794","Juice - V8 Splash","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1795","Juice - V8 Splash","Jones, Hilpert and Dach","null","2019","6","6.0000","60.00","1","0","25.41","34.59","null","57.65000",""
"1796","V8 Splash Strawberry Banana","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1797","V8 Splash Strawberry Banana","Jones, Hilpert and Dach","null","2019","3","5.0000","182.50","1","0","78.93","103.57","null","56.75068",""
"1798","Soup Knorr Chili With Beans","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1799","Soup Knorr Chili With Beans","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1800","Pears - Bartlett","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1801","Pears - Bartlett","Jones, Hilpert and Dach","null","2019","1","6.0000","211.50","3","0","112.15","99.35","null","46.97400",""
"1802","Food Colouring - Orange","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1803","Food Colouring - Orange","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1804","Food Colouring - Orange","Jones, Hilpert and Dach","null","2019","2","2.0000","141.00","2","2","37.38","43.16","null","53.58828",""
"1805","Food Colouring - Orange","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1806","Food Colouring - Orange","Jones, Hilpert and Dach","null","2019","3","4.0000","141.00","2","0","74.76","66.24","null","46.97872",""
"1807","Food Colouring - Orange","Jones, Hilpert and Dach","null","2019","4","9.0000","405.00","4","0","168.21","236.79","null","58.46667",""
"1808","Food Colouring - Orange","Jones, Hilpert and Dach","null","2019","5","15.0000","675.00","6","0","280.35","394.65","null","58.46667",""
"1809","Food Colouring - Orange","Jones, Hilpert and Dach","null","2019","6","4.0000","180.00","2","0","74.76","105.24","null","58.46667",""
"1810","Cheese - Swiss","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1811","Cheese - Swiss","Jones, Hilpert and Dach","null","2019","1","3.0000","45.90","1","0","23.51","22.39","null","48.77996",""
"1812","Potatoes - Idaho 80 Count","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1813","Potatoes - Idaho 80 Count","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1814","Potatoes - Idaho 80 Count","Jones, Hilpert and Dach","null","2019","3","3.0000","45.90","1","0","23.51","22.39","null","48.77996",""
"1815","Potatoes - Idaho 80 Count","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1816","Potatoes - Idaho 80 Count","Jones, Hilpert and Dach","null","2019","6","2.0000","30.60","1","0","16.42","14.18","null","46.33987",""
"1817","Wine - Sawmill Creek Autumn","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1818","Wine - Sawmill Creek Autumn","Jones, Hilpert and Dach","null","2019","2","2.0000","49.00","1","0","20.08","28.92","null","59.02041",""
"1819","Dried Juniper Berries 1#/pp","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1820","Dried Juniper Berries 1#/pp","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1821","Bread - English Muffin","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1822","Bread - English Muffin","Jones, Hilpert and Dach","null","2019","1","1.0000","30.75","1","0","27.11","3.64","null","11.83740",""
"1823","Fresh Sea Asparagus 3lb","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1824","Fresh Sea Asparagus 3lb","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1825","Cranberries - Frozen","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1826","Cranberries - Frozen","Jones, Hilpert and Dach","null","2019","1","17.0000","357.00","5","0","157.32","199.68","null","55.93277",""
"1827","V8 Pet","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1828","V8 Pet","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1829","V8 Pet","Jones, Hilpert and Dach","null","2019","2","12.0000","306.00","3","0","111.09","194.91","null","63.69608",""
"1830","V8 Pet","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1831","V8 Pet","Jones, Hilpert and Dach","null","2019","3","14.0000","357.00","3","0","143.32","213.68","null","59.85434",""
"1832","V8 Pet","Jones, Hilpert and Dach","null","2019","4","12.0000","306.00","3","0","118.04","187.96","null","61.42484",""
"1833","V8 Pet","Jones, Hilpert and Dach","null","2019","5","14.0000","385.00","3","0","137.18","247.82","null","64.36883",""
"1834","V8 Pet","Jones, Hilpert and Dach","null","2019","6","16.0000","440.00","3","0","149.45","290.55","null","66.03409",""
"1835","Pepper - Jalapeno","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1836","Pepper - Jalapeno","Jones, Hilpert and Dach","null","2019","1","175.0000","1,552.50","13","0","1,275.20","277.30","null","17.86151",""
"1837","Thyme - Fresh","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1838","Thyme - Fresh","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1839","Thyme - Fresh","Jones, Hilpert and Dach","null","2019","2","123.0000","1,107.00","8","0","713.40","393.60","null","35.55556",""
"1840","Thyme - Fresh","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1841","Thyme - Fresh","Jones, Hilpert and Dach","null","2019","3","157.0000","1,413.00","11","0","910.60","502.40","null","35.55556",""
"1842","Thyme - Fresh","Jones, Hilpert and Dach","null","2019","4","141.0000","1,368.00","11","1","745.90","523.10","null","41.22143",""
"1843","Thyme - Fresh","Jones, Hilpert and Dach","null","2019","5","249.0000","2,241.00","14","0","1,374.20","866.80","null","38.67916",""
"1844","Thyme - Fresh","Jones, Hilpert and Dach","null","2019","6","187.0000","1,683.00","13","0","1,023.10","659.90","null","39.20974",""
"1845","Wine - Cotes Du Rhone","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1846","Wine - Cotes Du Rhone","Jones, Hilpert and Dach","null","2019","2","27.0000","243.00","2","0","156.60","86.40","null","35.55556",""
"1847","Fresh Golden Pea Shoots 1#/cs","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1848","Fresh Golden Pea Shoots 1#/cs","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1849","Lemon Grass","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1850","Lemon Grass","Jones, Hilpert and Dach","null","2019","1","34.0000","637.86","10","0","303.69","334.17","null","52.38924",""
"1851","Island Oasis - Peach Daiquiri","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1852","Island Oasis - Peach Daiquiri","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1853","Island Oasis - Peach Daiquiri","Jones, Hilpert and Dach","null","2019","2","19.0000","356.25","6","0","169.70","186.55","null","52.36491",""
"1854","Island Oasis - Peach Daiquiri","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1855","Island Oasis - Peach Daiquiri","Jones, Hilpert and Dach","null","2019","3","47.0000","881.25","11","0","419.81","461.44","null","52.36199",""
"1856","Island Oasis - Peach Daiquiri","Jones, Hilpert and Dach","null","2019","4","53.0000","993.75","9","0","473.40","520.35","null","52.36226",""
"1857","Island Oasis - Peach Daiquiri","Jones, Hilpert and Dach","null","2019","5","30.0000","562.50","9","0","267.97","294.53","null","52.36089",""
"1858","Island Oasis - Peach Daiquiri","Jones, Hilpert and Dach","null","2019","6","59.0000","1,106.25","13","0","526.98","579.27","null","52.36339",""
"1859","Island Oasis - Peach Daiquiri","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1860","null","null","Customer Total:","null","null","null","42,328.12","null","null","21,157.35","null","null","null",""
"1861","Island Oasis - Peach Daiquiri","Jones, Hilpert and Dach","null","null","null","null","null","null","null","null","null","null","null",""
"1862","Island Oasis - Peach Daiquiri","Jacobs and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"1863","Cranberries - Frozen","Jacobs and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"1864","Cranberries - Frozen","Jacobs and Sons","null","2019","1","120.0000","2,820.00","1","0","1,110.86","1,709.14","null","60.60780",""
"1865","V8 Pet","Jacobs and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"1866","V8 Pet","Jacobs and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"1867","V8 Pet","Jacobs and Sons","null","2019","3","510.0000","13,220.00","2","1","6,248.21","6,711.79","null","51.78850",""
"1868","V8 Pet","Jacobs and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"1869","V8 Pet","Jacobs and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"1870","null","null","Customer Total:","null","null","null","16,040.00","null","null","7,359.07","null","null","null",""
"1871","V8 Pet","Jacobs and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"1872","V8 Pet","Hettinger Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1873","Nut - Walnut, Pieces","Hettinger Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1874","Nut - Walnut, Pieces","Hettinger Inc","null","2019","3","27.0000","1,080.00","1","0","756.00","324.00","null","30.00000",""
"1875","Table Cloth 120 Round White","Hettinger Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1876","Table Cloth 120 Round White","Hettinger Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1877","Table Cloth 120 Round White","Hettinger Inc","null","2019","4","40.0000","2,000.00","2","0","1,771.98","228.02","null","11.40100",""
"1878","Table Cloth 120 Round White","Hettinger Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1879","Cranberries - Frozen","Hettinger Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1880","Cranberries - Frozen","Hettinger Inc","null","2019","3","240.0000","6,240.00","1","0","2,905.10","3,334.90","null","53.44391",""
"1881","V8 Pet","Hettinger Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1882","V8 Pet","Hettinger Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1883","V8 Pet","Hettinger Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1884","null","null","Customer Total:","null","null","null","9,320.00","null","null","5,433.08","null","null","null",""
"1885","V8 Pet","Hettinger Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1886","V8 Pet","Hauck-Rogahn","null","null","null","null","null","null","null","null","null","null","null",""
"1887","Tomatoes - Heirloom","Hauck-Rogahn","null","null","null","null","null","null","null","null","null","null","null",""
"1888","Tomatoes - Heirloom","Hauck-Rogahn","null","2019","1","10.0000","123.00","1","0","94.13","28.87","null","23.47154",""
"1889","Wine - Red, Metus Rose","Hauck-Rogahn","null","null","null","null","null","null","null","null","null","null","null",""
"1890","Wine - Red, Metus Rose","Hauck-Rogahn","null","null","null","null","null","null","null","null","null","null","null",""
"1891","Kippers - Smoked","Hauck-Rogahn","null","null","null","null","null","null","null","null","null","null","null",""
"1892","Kippers - Smoked","Hauck-Rogahn","null","2019","1","4.0000","76.00","1","0","58.00","18.00","null","23.68421",""
"1893","Fresh Portabella - 5lbs","Hauck-Rogahn","null","null","null","null","null","null","null","null","null","null","null",""
"1894","Fresh Portabella - 5lbs","Hauck-Rogahn","null","null","null","null","null","null","null","null","null","null","null",""
"1895","Flour - Buckwheat, Dark","Hauck-Rogahn","null","null","null","null","null","null","null","null","null","null","null",""
"1896","Flour - Buckwheat, Dark","Hauck-Rogahn","null","2019","1","1.0000","48.00","1","0","27.38","20.62","null","42.95833",""
"1897","Fiddlehead - Frozen","Hauck-Rogahn","null","null","null","null","null","null","null","null","null","null","null",""
"1898","Fiddlehead - Frozen","Hauck-Rogahn","null","null","null","null","null","null","null","null","null","null","null",""
"1899","Fiddlehead - Frozen","Hauck-Rogahn","null","null","null","null","null","null","null","null","null","null","null",""
"1900","null","null","Customer Total:","null","null","null","247.00","null","null","179.51","null","null","null",""
"1901","Fiddlehead - Frozen","Hauck-Rogahn","null","null","null","null","null","null","null","null","null","null","null",""
"1902","Fiddlehead - Frozen","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1903","Pants Custom Dry Clean","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1904","Pants Custom Dry Clean","Shields Inc","null","2019","2","25.0000","162.50","1","0","75.10","87.40","null","53.78462",""
"1905","Basil - Thai","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1906","Basil - Thai","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1907","Basil - Thai","Shields Inc","null","2019","3","15.0000","97.50","1","0","45.06","52.44","null","53.78462",""
"1908","Basil - Thai","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1909","Sauce - Salsa","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1910","Sauce - Salsa","Shields Inc","null","2019","2","20.0000","119.00","1","0","25.80","93.20","null","78.31933",""
"1911","Muffin Orange Individual","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1912","Muffin Orange Individual","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1913","Muffin Orange Individual","Shields Inc","null","2019","3","15.0000","89.25","1","0","19.35","69.90","null","78.31933",""
"1914","Muffin Orange Individual","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1915","Bread - Sticks, Thin, Plain","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1916","Bread - Sticks, Thin, Plain","Shields Inc","null","2019","1","30.0000","207.00","1","0","46.99","160.01","null","77.29952",""
"1917","Coffee - French Vanilla Frothy","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1918","Coffee - French Vanilla Frothy","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1919","Coffee - French Vanilla Frothy","Shields Inc","null","2019","3","25.0000","172.50","1","0","39.16","133.34","null","77.29855",""
"1920","Coffee - French Vanilla Frothy","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1921","Coffee - French Vanilla Frothy","Shields Inc","null","2019","5","40.0000","276.00","1","0","62.65","213.35","null","77.30072",""
"1922","Nut - Pistachio, Shelled","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1923","Nut - Pistachio, Shelled","Shields Inc","null","2019","1","10.0000","144.00","1","0","103.15","40.85","null","28.36806",""
"1924","Arizona - Plum Green Tea","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1925","Arizona - Plum Green Tea","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1926","Arizona - Plum Green Tea","Shields Inc","null","2019","2","15.0000","216.00","1","0","154.73","61.27","null","28.36574",""
"1927","Arizona - Plum Green Tea","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1928","Arizona - Plum Green Tea","Shields Inc","null","2019","3","10.0000","141.00","1","0","103.15","37.85","null","26.84397",""
"1929","Arizona - Plum Green Tea","Shields Inc","null","2019","5","10.0000","144.00","1","0","103.15","40.85","null","28.36806",""
"1930","Arctic Char - Fresh, Whole","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1931","Arctic Char - Fresh, Whole","Shields Inc","null","2019","1","30.0000","405.00","1","0","166.10","238.90","null","58.98765",""
"1932","Pants Custom Dry Clean","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1933","Pants Custom Dry Clean","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1934","Pants Custom Dry Clean","Shields Inc","null","2019","2","30.0000","405.00","1","0","166.10","238.90","null","58.98765",""
"1935","Pants Custom Dry Clean","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1936","Pants Custom Dry Clean","Shields Inc","null","2019","3","35.0000","472.50","1","0","193.78","278.72","null","58.98836",""
"1937","Beef - Short Loin","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1938","Beef - Short Loin","Shields Inc","null","2019","2","35.0000","259.00","1","0","360.85","-101.85","null","-39.32432",""
"1939","Ecolab - Ster Bac","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1940","Ecolab - Ster Bac","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1941","Ecolab - Ster Bac","Shields Inc","null","2019","5","20.0000","148.00","2","0","206.20","-58.20","null","-39.32432",""
"1942","Ecolab - Ster Bac","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1943","Chick Peas - Dried","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1944","Chick Peas - Dried","Shields Inc","null","2019","5","30.0000","1,371.00","1","0","628.04","742.96","null","54.19110",""
"1945","Cake - Mini Cheesecake","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1946","Cake - Mini Cheesecake","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1947","Ecolab - Mikroklene 4/4 L","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1948","Ecolab - Mikroklene 4/4 L","Shields Inc","null","2019","1","25.0000","252.50","1","0","95.83","156.67","null","62.04752",""
"1949","Shrimp - 150 - 250","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1950","Shrimp - 150 - 250","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1951","Shrimp - 150 - 250","Shields Inc","null","2019","2","30.0000","303.00","1","0","114.99","188.01","null","62.04950",""
"1952","Shrimp - 150 - 250","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1953","Shrimp - 150 - 250","Shields Inc","null","2019","3","15.0000","151.50","1","0","57.50","94.00","null","62.04620",""
"1954","Shrimp - 150 - 250","Shields Inc","null","2019","5","35.0000","353.50","1","0","134.16","219.34","null","62.04809",""
"1955","Shrimp - 150 - 250","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1956","null","null","Customer Total:","null","null","null","5,889.75","null","null","2,901.84","null","null","null",""
"1957","Shrimp - 150 - 250","Shields Inc","null","null","null","null","null","null","null","null","null","null","null",""
"1958","Shrimp - 150 - 250","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1959","Pants Custom Dry Clean","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1960","Pants Custom Dry Clean","Rogahn, Jenkins and Wolff","null","2019","1","24.0000","156.00","1","0","72.10","83.90","null","53.78205",""
"1961","Basil - Thai","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1962","Basil - Thai","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1963","Basil - Thai","Rogahn, Jenkins and Wolff","null","2019","2","48.0000","82.20","1","1","144.20","184.60","null","56.14355",""
"1964","Basil - Thai","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1965","Basil - Thai","Rogahn, Jenkins and Wolff","null","2019","3","12.0000","78.00","1","0","36.05","41.95","null","53.78205",""
"1966","Basil - Thai","Rogahn, Jenkins and Wolff","null","2019","4","12.0000","78.00","1","0","36.05","41.95","null","53.78205",""
"1967","Basil - Thai","Rogahn, Jenkins and Wolff","null","2019","5","24.0000","156.00","3","0","72.10","83.90","null","53.78205",""
"1968","Sauce - Salsa","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1969","Sauce - Salsa","Rogahn, Jenkins and Wolff","null","2019","1","48.0000","285.60","2","0","61.92","223.68","null","78.31933",""
"1970","Muffin Orange Individual","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1971","Muffin Orange Individual","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1972","Muffin Orange Individual","Rogahn, Jenkins and Wolff","null","2019","2","12.0000","66.00","1","0","15.48","50.52","null","76.54545",""
"1973","Muffin Orange Individual","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1974","Muffin Orange Individual","Rogahn, Jenkins and Wolff","null","2019","3","48.0000","285.60","2","0","61.92","223.68","null","78.31933",""
"1975","Muffin Orange Individual","Rogahn, Jenkins and Wolff","null","2019","4","12.0000","71.40","1","0","15.48","55.92","null","78.31933",""
"1976","Muffin Orange Individual","Rogahn, Jenkins and Wolff","null","2019","5","24.0000","142.80","3","0","30.96","111.84","null","78.31933",""
"1977","Bread - Sticks, Thin, Plain","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1978","Bread - Sticks, Thin, Plain","Rogahn, Jenkins and Wolff","null","2019","1","144.0000","993.60","2","0","225.86","767.74","null","77.26852",""
"1979","Coffee - French Vanilla Frothy","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1980","Coffee - French Vanilla Frothy","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1981","Coffee - French Vanilla Frothy","Rogahn, Jenkins and Wolff","null","2019","2","96.0000","600.00","1","0","150.36","449.64","null","74.94000",""
"1982","Coffee - French Vanilla Frothy","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1983","Coffee - French Vanilla Frothy","Rogahn, Jenkins and Wolff","null","2019","3","144.0000","993.60","2","0","225.54","768.06","null","77.30072",""
"1984","Coffee - French Vanilla Frothy","Rogahn, Jenkins and Wolff","null","2019","5","120.0000","828.00","1","0","187.95","640.05","null","77.30072",""
"1985","Nut - Pistachio, Shelled","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1986","Nut - Pistachio, Shelled","Rogahn, Jenkins and Wolff","null","2019","1","48.0000","691.20","1","0","495.12","196.08","null","28.36806",""
"1987","Arizona - Plum Green Tea","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1988","Arizona - Plum Green Tea","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1989","Arizona - Plum Green Tea","Rogahn, Jenkins and Wolff","null","2019","3","12.0000","172.80","1","0","123.78","49.02","null","28.36806",""
"1990","Arizona - Plum Green Tea","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1991","Arizona - Plum Green Tea","Rogahn, Jenkins and Wolff","null","2019","4","12.0000","172.80","1","0","123.78","49.02","null","28.36806",""
"1992","Arizona - Plum Green Tea","Rogahn, Jenkins and Wolff","null","2019","5","36.0000","518.40","3","0","371.34","147.06","null","28.36806",""
"1993","Arctic Char - Fresh, Whole","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1994","Arctic Char - Fresh, Whole","Rogahn, Jenkins and Wolff","null","2019","1","192.0000","2,592.00","2","0","1,063.04","1,528.96","null","58.98765",""
"1995","Pants Custom Dry Clean","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1996","Pants Custom Dry Clean","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1997","Pants Custom Dry Clean","Rogahn, Jenkins and Wolff","null","2019","2","48.0000","648.00","1","0","265.76","382.24","null","58.98765",""
"1998","Pants Custom Dry Clean","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"1999","Pants Custom Dry Clean","Rogahn, Jenkins and Wolff","null","2019","3","120.0000","1,620.00","1","0","664.40","955.60","null","58.98765",""
"2000","Pants Custom Dry Clean","Rogahn, Jenkins and Wolff","null","2019","4","48.0000","648.00","1","0","265.76","382.24","null","58.98765",""
"2001","Pants Custom Dry Clean","Rogahn, Jenkins and Wolff","null","2019","5","72.0000","972.00","3","0","398.64","573.36","null","58.98765",""
"2002","Beef - Short Loin","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"2003","Beef - Short Loin","Rogahn, Jenkins and Wolff","null","2019","1","52.0000","384.80","2","0","536.12","-151.32","null","-39.32432",""
"2004","Ecolab - Ster Bac","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"2005","Ecolab - Ster Bac","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
"2006","Ecolab - Ster Bac","Rogahn, Jenkins and Wolff","null","2019","3","12.0000","88.80","1","0","123.72","-34.92","null","-39.32432",""
"2007","Ecolab - Ster Bac","Rogahn, Jenkins and Wolff","null","null","null","null","null","null","null","null","null","null","null",""
